"date","year","day","yday","month","temp"
"1960-02-12",1960,12,43,2,8.71329621557637
"1960-02-13",1960,13,44,2,9.40943225893044
"1960-02-14",1960,14,45,2,5.45394567961892
"1960-02-15",1960,15,46,2,12.5176467662386
"1960-02-16",1960,16,47,2,8.42707541391608
"1960-02-17",1960,17,48,2,15.7499759149343
"1960-02-18",1960,18,49,2,5.61121316213899
"1960-02-19",1960,19,50,2,7.27978133002209
"1960-02-20",1960,20,51,2,14.8139073189368
"1960-02-21",1960,21,52,2,12.6960837378771
"1960-02-22",1960,22,53,2,9.33237235017598
"1960-02-23",1960,23,54,2,14.2698081339578
"1960-02-24",1960,24,55,2,5.43255861769278
"1960-02-25",1960,25,56,2,20.6189648909591
"1960-02-26",1960,26,57,2,15.0598629478761
"1960-02-27",1960,27,58,2,7.24049698704109
"1960-02-28",1960,28,59,2,16.7107618685596
"1960-02-29",1960,29,60,2,17.2548415603906
"1960-03-01",1960,1,61,3,13.5091729039788
"1960-03-02",1960,2,62,3,11.5858668264649
"1960-03-03",1960,3,63,3,25.2575092629767
"1960-03-04",1960,4,64,3,5.71691590542633
"1960-03-05",1960,5,65,3,5.37447337322954
"1960-03-06",1960,6,66,3,4.29731967863438
"1960-03-07",1960,7,67,3,2.33267120664077
"1960-03-08",1960,8,68,3,10.2900562881313
"1960-03-09",1960,9,69,3,21.7501108526646
"1960-03-10",1960,10,70,3,13.5081175155392
"1960-03-11",1960,11,71,3,17.3688855801283
"1960-03-12",1960,12,72,3,6.90043510870619
"1960-03-13",1960,13,73,3,10.7960374866539
"1960-03-14",1960,14,74,3,3.85476301286231
"1960-03-15",1960,15,75,3,9.56396786510475
"1960-03-16",1960,16,76,3,11.4108811449802
"1960-03-17",1960,17,77,3,2.54300065288257
"1960-03-18",1960,18,78,3,5.18450398755772
"1960-03-19",1960,19,79,3,2.56882655785026
"1960-03-20",1960,20,80,3,16.8472040951413
"1960-03-21",1960,21,81,3,18.9948608064511
"1960-03-22",1960,22,82,3,7.16091574368851
"1960-03-23",1960,23,83,3,9.56193312262172
"1960-03-24",1960,24,84,3,13.9983367801404
"1960-03-25",1960,25,85,3,5.90879274529905
"1960-03-26",1960,26,86,3,13.419076489866
"1960-03-27",1960,27,87,3,9.92887691381826
"1960-03-28",1960,28,88,3,18.8369638282426
"1960-03-29",1960,29,89,3,8.41670114127446
"1960-03-30",1960,30,90,3,8.22891517994566
"1960-03-31",1960,31,91,3,0.269413365910061
"1960-04-01",1960,1,92,4,13.6360325347184
"1960-04-02",1960,2,93,4,14.8889896640934
"1960-04-03",1960,3,94,4,10.7232803962477
"1960-04-04",1960,4,95,4,7.71190218261231
"1960-04-05",1960,5,96,4,7.0268179900368
"1960-04-06",1960,6,97,4,7.62816943844379
"1960-04-07",1960,7,98,4,1.41129476089498
"1960-04-08",1960,8,99,4,16.1275746525929
"1960-04-09",1960,9,100,4,5.81222203711338
"1960-04-10",1960,10,101,4,0.261267100101952
"1960-04-11",1960,11,102,4,1.94028114127661
"1960-04-12",1960,12,103,4,13.5150631919335
"1960-04-13",1960,13,104,4,10.2672177923662
"1960-04-14",1960,14,105,4,5.78007912768083
"1960-04-15",1960,15,106,4,14.5459219467523
"1960-04-16",1960,16,107,4,8.82968442012046
"1960-04-17",1960,17,108,4,3.76107124003189
"1960-04-18",1960,18,109,4,21.784465115063
"1960-04-19",1960,19,110,4,6.76119561969525
"1960-04-20",1960,20,111,4,13.0985761387919
"1960-04-21",1960,21,112,4,7.7861153911113
"1960-04-22",1960,22,113,4,3.19492503490155
"1960-04-23",1960,23,114,4,9.13609009062141
"1960-04-24",1960,24,115,4,12.88785735807
"1960-04-25",1960,25,116,4,4.09227436499742
"1960-04-26",1960,26,117,4,13.2495106026968
"1960-04-27",1960,27,118,4,14.9263994086016
"1960-04-28",1960,28,119,4,3.38994360267771
"1960-04-29",1960,29,120,4,13.7054461994289
"1960-04-30",1960,30,121,4,10.7066704034706
"1960-05-01",1960,1,122,5,12.1950953816905
"1960-05-02",1960,2,123,5,2.62440612707803
"1960-05-03",1960,3,124,5,10.5041481978236
"1960-05-04",1960,4,125,5,14.3046181699227
"1960-05-05",1960,5,126,5,6.46940189260962
"1960-05-06",1960,6,127,5,8.92401514158426
"1960-05-07",1960,7,128,5,6.30468588828255
"1960-05-08",1960,8,129,5,12.6391415361967
"1960-05-09",1960,9,130,5,14.5346903966439
"1960-05-10",1960,10,131,5,13.6021534223791
"1960-05-11",1960,11,132,5,4.72292265830844
"1960-05-12",1960,12,133,5,10.0995349410679
"1960-05-13",1960,13,134,5,17.4309180525711
"1960-05-14",1960,14,135,5,10.6120264729682
"1960-05-15",1960,15,136,5,8.95281070029055
"1960-05-16",1960,16,137,5,15.64810040071
"1960-05-17",1960,17,138,5,4.63199926855326
"1960-05-18",1960,18,139,5,4.57933658781867
"1960-05-19",1960,19,140,5,7.51429468480998
"1960-05-20",1960,20,141,5,14.9309273456261
"1960-05-21",1960,21,142,5,6.78142786038385
"1960-05-22",1960,22,143,5,14.1223381479052
"1960-05-23",1960,23,144,5,-0.86719572871184
"1960-05-24",1960,24,145,5,12.8062342247886
"1960-05-25",1960,25,146,5,7.73227120375304
"1960-05-26",1960,26,147,5,9.38310601793268
"1960-05-27",1960,27,148,5,3.50980879016845
"1960-05-28",1960,28,149,5,5.68880841832468
"1960-05-29",1960,29,150,5,13.3355890180671
"1960-05-30",1960,30,151,5,8.75173111584803
"1960-05-31",1960,31,152,5,8.32673397290932
"1960-06-01",1960,1,153,6,11.4284700169283
"1960-06-02",1960,2,154,6,5.54876710680812
"1960-06-03",1960,3,155,6,4.05524650795094
"1960-06-04",1960,4,156,6,11.2763818337822
"1960-06-05",1960,5,157,6,17.20621121203
"1960-06-06",1960,6,158,6,17.2415624917008
"1960-06-07",1960,7,159,6,2.46677792308882
"1960-06-08",1960,8,160,6,4.16454137101056
"1960-06-09",1960,9,161,6,9.54042882123883
"1960-06-10",1960,10,162,6,9.51674566162331
"1960-06-11",1960,11,163,6,7.90453734879836
"1960-06-12",1960,12,164,6,4.84367096878149
"1960-06-13",1960,13,165,6,1.7599407733641
"1960-06-14",1960,14,166,6,3.80195723165778
"1960-06-15",1960,15,167,6,3.08789650386676
"1960-06-16",1960,16,168,6,15.9047708941775
"1960-06-17",1960,17,169,6,11.5548310819343
"1960-06-18",1960,18,170,6,7.54469466763893
"1960-06-19",1960,19,171,6,11.0171337133186
"1960-06-20",1960,20,172,6,6.27858068210121
"1960-06-21",1960,21,173,6,15.4591794999155
"1960-06-22",1960,22,174,6,7.00825927818672
"1960-06-23",1960,23,175,6,15.1601000012926
"1960-06-24",1960,24,176,6,9.69245519831785
"1960-06-25",1960,25,177,6,17.3565567895964
"1960-06-26",1960,26,178,6,14.7863937707833
"1960-06-27",1960,27,179,6,13.1919618932803
"1960-06-28",1960,28,180,6,9.15401927521884
"1960-06-29",1960,29,181,6,0.462704395100278
"1960-06-30",1960,30,182,6,5.83281212544133
"1960-07-01",1960,1,183,7,11.8383706971162
"1960-07-02",1960,2,184,7,8.34170020587048
"1960-07-03",1960,3,185,7,6.81485338450883
"1960-07-04",1960,4,186,7,5.04783760435386
"1960-07-05",1960,5,187,7,12.8352656322091
"1960-07-06",1960,6,188,7,11.1141452784261
"1960-07-07",1960,7,189,7,7.74583536264276
"1960-07-08",1960,8,190,7,16.9278728114411
"1960-07-09",1960,9,191,7,14.2888464234271
"1960-07-10",1960,10,192,7,3.12939567103562
"1960-07-11",1960,11,193,7,9.39745320388142
"1960-07-12",1960,12,194,7,13.8267573008785
"1960-07-13",1960,13,195,7,16.831757138028
"1960-07-14",1960,14,196,7,9.00387623393981
"1960-07-15",1960,15,197,7,9.17233868374462
"1960-07-16",1960,16,198,7,15.3655616535377
"1960-07-17",1960,17,199,7,12.1523162211752
"1960-07-18",1960,18,200,7,18.9676913529818
"1960-07-19",1960,19,201,7,10.5888608219768
"1960-07-20",1960,20,202,7,6.79837057755771
"1960-07-21",1960,21,203,7,1.09728367043591
"1960-07-22",1960,22,204,7,12.6501366270202
"1960-07-23",1960,23,205,7,13.0737885361453
"1960-07-24",1960,24,206,7,7.69191420810819
"1960-07-25",1960,25,207,7,5.99308088397043
"1960-07-26",1960,26,208,7,9.17175875927637
"1960-07-27",1960,27,209,7,8.15989309567705
"1960-07-28",1960,28,210,7,10.1200800898077
"1960-07-29",1960,29,211,7,13.9032159680543
"1960-07-30",1960,30,212,7,9.19647465131823
"1960-07-31",1960,31,213,7,10.1644176571975
"1960-08-01",1960,1,214,8,7.24083352308152
"1960-08-02",1960,2,215,8,8.84619969416041
"1960-08-03",1960,3,216,8,12.4375341503138
"1960-08-04",1960,4,217,8,9.88862758415808
"1960-08-05",1960,5,218,8,-1.81944359842585
"1960-08-06",1960,6,219,8,11.1494375267371
"1960-08-07",1960,7,220,8,3.57263799620949
"1960-08-08",1960,8,221,8,1.41240668543255
"1960-08-09",1960,9,222,8,6.40797949138141
"1960-08-10",1960,10,223,8,-2.17121033450664
"1960-08-11",1960,11,224,8,3.81526286294202
"1960-08-12",1960,12,225,8,9.57856507286956
"1960-08-13",1960,13,226,8,20.0458625127385
"1960-08-14",1960,14,227,8,19.7049443948482
"1960-08-15",1960,15,228,8,11.3170476030146
"1960-08-16",1960,16,229,8,10.229770984717
"1960-08-17",1960,17,230,8,10.181942116184
"1960-08-18",1960,18,231,8,16.0995278760731
"1960-08-19",1960,19,232,8,4.5606751038336
"1960-08-20",1960,20,233,8,11.8450849691384
"1960-08-21",1960,21,234,8,8.66510788119751
"1960-08-22",1960,22,235,8,18.4940101062288
"1960-08-23",1960,23,236,8,5.57834633369561
"1960-08-24",1960,24,237,8,10.4775975814502
"1960-08-25",1960,25,238,8,8.67462003977741
"1960-08-26",1960,26,239,8,6.62442006303852
"1960-08-27",1960,27,240,8,3.05977959155726
"1960-08-28",1960,28,241,8,7.74090872578184
"1960-08-29",1960,29,242,8,3.90952348665587
"1960-08-30",1960,30,243,8,8.15937191907554
"1960-08-31",1960,31,244,8,8.99473718536073
"1960-09-01",1960,1,245,9,1.63773144809644
"1960-09-02",1960,2,246,9,11.3877674979498
"1960-09-03",1960,3,247,9,4.84523448120564
"1960-09-04",1960,4,248,9,6.16297901358295
"1960-09-05",1960,5,249,9,8.90392158178028
"1960-09-06",1960,6,250,9,10.2829007589356
"1960-09-07",1960,7,251,9,8.21924963598456
"1960-09-08",1960,8,252,9,14.0946289062572
"1960-09-09",1960,9,253,9,8.93731735588498
"1960-09-10",1960,10,254,9,7.20895466072392
"1960-09-11",1960,11,255,9,11.1642401560624
"1960-09-12",1960,12,256,9,10.3382605101003
"1960-09-13",1960,13,257,9,6.85932354845317
"1960-09-14",1960,14,258,9,7.11608251395063
"1960-09-15",1960,15,259,9,14.4912092346653
"1960-09-16",1960,16,260,9,3.99434121392732
"1960-09-17",1960,17,261,9,12.5766596254712
"1960-09-18",1960,18,262,9,5.87382853041003
"1960-09-19",1960,19,263,9,8.77818672523859
"1960-09-20",1960,20,264,9,1.33433984458639
"1960-09-21",1960,21,265,9,18.5323439569755
"1960-09-22",1960,22,266,9,10.8963737501167
"1960-09-23",1960,23,267,9,12.2561590305584
"1960-09-24",1960,24,268,9,18.7260322607804
"1960-09-25",1960,25,269,9,8.18569379504251
"1960-09-26",1960,26,270,9,4.90839272164129
"1960-09-27",1960,27,271,9,5.64765435043791
"1960-09-28",1960,28,272,9,8.85854470162413
"1960-09-29",1960,29,273,9,12.7711676992333
"1960-09-30",1960,30,274,9,11.5367366010267
"1960-10-01",1960,1,275,10,10.148094295732
"1960-10-02",1960,2,276,10,3.37371640048951
"1960-10-03",1960,3,277,10,0.935702244231162
"1960-10-04",1960,4,278,10,16.3201209637384
"1960-10-05",1960,5,279,10,15.0081926767677
"1960-10-06",1960,6,280,10,6.16819544879635
"1960-10-07",1960,7,281,10,17.7506544108938
"1960-10-08",1960,8,282,10,13.3353505413914
"1960-10-09",1960,9,283,10,4.21802597682395
"1960-10-10",1960,10,284,10,14.1767775715607
"1960-10-11",1960,11,285,10,14.4353785764011
"1960-10-12",1960,12,286,10,4.58142561603464
"1960-10-13",1960,13,287,10,17.6338104148509
"1960-10-14",1960,14,288,10,12.4612302591978
"1960-10-15",1960,15,289,10,7.02986633550061
"1960-10-16",1960,16,290,10,3.73559525541179
"1960-10-17",1960,17,291,10,-6.70587649127538
"1960-10-18",1960,18,292,10,6.30044500582791
"1960-10-19",1960,19,293,10,20.6461112078268
"1960-10-20",1960,20,294,10,17.3970155435015
"1960-10-21",1960,21,295,10,9.99513703583913
"1960-10-22",1960,22,296,10,16.4167551620922
"1960-10-23",1960,23,297,10,10.0684243589444
"1960-10-24",1960,24,298,10,7.95947351197478
"1960-10-25",1960,25,299,10,13.5892440891793
"1960-10-26",1960,26,300,10,11.1916744469501
"1960-10-27",1960,27,301,10,8.57818074648887
"1960-10-28",1960,28,302,10,2.59179222629365
"1960-10-29",1960,29,303,10,5.27614608428671
"1960-10-30",1960,30,304,10,2.82436741978123
"1960-10-31",1960,31,305,10,10.5308600768091
"1960-11-01",1960,1,306,11,6.03732265640628
"1960-11-02",1960,2,307,11,5.82947940375323
"1960-11-03",1960,3,308,11,8.06453196000297
"1960-11-04",1960,4,309,11,9.92769847646965
"1960-11-05",1960,5,310,11,8.92645591544427
"1960-11-06",1960,6,311,11,1.74421584394532
"1960-11-07",1960,7,312,11,21.3203748646693
"1960-11-08",1960,8,313,11,9.66242441534198
"1960-11-09",1960,9,314,11,10.3228854495764
"1960-11-10",1960,10,315,11,-2.29902203918907
"1960-11-11",1960,11,316,11,8.1155609563923
"1960-11-12",1960,12,317,11,11.3658068911001
"1960-11-13",1960,13,318,11,12.0894605262938
"1960-11-14",1960,14,319,11,7.28772936684191
"1960-11-15",1960,15,320,11,12.8038701609195
"1960-11-16",1960,16,321,11,14.2403026248323
"1960-11-17",1960,17,322,11,4.21198245225695
"1960-11-18",1960,18,323,11,17.6163628810687
"1960-11-19",1960,19,324,11,7.45464530885743
"1960-11-20",1960,20,325,11,10.4838302657875
"1960-11-21",1960,21,326,11,12.2064909126363
"1960-11-22",1960,22,327,11,22.6816373784497
"1960-11-23",1960,23,328,11,16.8959308281409
"1960-11-24",1960,24,329,11,5.90863350002707
"1960-11-25",1960,25,330,11,14.9278893544886
"1960-11-26",1960,26,331,11,12.6382218429998
"1960-11-27",1960,27,332,11,8.36058088438379
"1960-11-28",1960,28,333,11,13.7086104855624
"1960-11-29",1960,29,334,11,9.81294872905966
"1960-11-30",1960,30,335,11,1.64603801457415
"1960-12-01",1960,1,336,12,3.30585552242956
"1960-12-02",1960,2,337,12,5.80108382082926
"1960-12-03",1960,3,338,12,2.93433020713745
"1960-12-04",1960,4,339,12,3.49183321089762
"1960-12-05",1960,5,340,12,6.15389652348417
"1960-12-06",1960,6,341,12,3.61745965003407
"1960-12-07",1960,7,342,12,8.67483448891161
"1960-12-08",1960,8,343,12,9.04617706885323
"1960-12-09",1960,9,344,12,14.9891995219932
"1960-12-10",1960,10,345,12,18.7014299633659
"1960-12-11",1960,11,346,12,7.38359971184896
"1960-12-12",1960,12,347,12,2.29892165465211
"1960-12-13",1960,13,348,12,17.3211611443576
"1960-12-14",1960,14,349,12,11.9263944974921
"1960-12-15",1960,15,350,12,16.5375333584289
"1960-12-16",1960,16,351,12,9.62233933430357
"1960-12-17",1960,17,352,12,10.140880740215
"1960-12-18",1960,18,353,12,1.98652294160437
"1960-12-19",1960,19,354,12,10.4886202734528
"1960-12-20",1960,20,355,12,8.56967809876308
"1960-12-21",1960,21,356,12,11.1513620723267
"1960-12-22",1960,22,357,12,15.5246993067024
"1960-12-23",1960,23,358,12,15.5973372496899
"1960-12-24",1960,24,359,12,9.42963636166213
"1960-12-25",1960,25,360,12,-4.99429643988246
"1960-12-26",1960,26,361,12,7.56549881131008
"1960-12-27",1960,27,362,12,10.0529151088271
"1960-12-28",1960,28,363,12,10.6553600050596
"1960-12-29",1960,29,364,12,9.20136295415426
"1960-12-30",1960,30,365,12,11.254384006942
"1960-12-31",1960,31,366,12,3.091197169668
"1961-01-01",1961,1,1,1,5.28899060894686
"1961-01-02",1961,2,2,1,7.21999373952934
"1961-01-03",1961,3,3,1,9.5892460226148
"1961-01-04",1961,4,4,1,8.44720418150781
"1961-01-05",1961,5,5,1,13.5197672376527
"1961-01-06",1961,6,6,1,14.4053738421419
"1961-01-07",1961,7,7,1,10.1353918317179
"1961-01-08",1961,8,8,1,7.19820266465074
"1961-01-09",1961,9,9,1,1.18432493278522
"1961-01-10",1961,10,10,1,15.9429974139429
"1961-01-11",1961,11,11,1,6.29024446478924
"1961-01-12",1961,12,12,1,13.8837419313929
"1961-01-13",1961,13,13,1,14.885246770024
"1961-01-14",1961,14,14,1,-0.425733831285434
"1961-01-15",1961,15,15,1,12.859936391693
"1961-01-16",1961,16,16,1,5.03286064316348
"1961-01-17",1961,17,17,1,7.89884750327013
"1961-01-18",1961,18,18,1,9.29329356440971
"1961-01-19",1961,19,19,1,11.9603092247474
"1961-01-20",1961,20,20,1,10.1032754327216
"1961-01-21",1961,21,21,1,6.52336045923854
"1961-01-22",1961,22,22,1,6.60693532586398
"1961-01-23",1961,23,23,1,6.82264465089309
"1961-01-24",1961,24,24,1,4.86357799003003
"1961-01-25",1961,25,25,1,11.812906414433
"1961-01-26",1961,26,26,1,8.02433143918094
"1961-01-27",1961,27,27,1,7.87938017012742
"1961-01-28",1961,28,28,1,13.3455600692503
"1961-01-29",1961,29,29,1,16.3852875704548
"1961-01-30",1961,30,30,1,11.8843941461399
"1961-01-31",1961,31,31,1,1.7193842138503
"1961-02-01",1961,1,32,2,16.0923571263305
"1961-02-02",1961,2,33,2,2.56325810872495
"1961-02-03",1961,3,34,2,3.39065229661344
"1961-02-04",1961,4,35,2,5.11590585239912
"1961-02-05",1961,5,36,2,3.4991893846108
"1961-02-06",1961,6,37,2,16.0691079688272
"1961-02-07",1961,7,38,2,8.7084980623557
"1961-02-08",1961,8,39,2,7.80509616528927
"1961-02-09",1961,9,40,2,7.97016226521963
"1961-02-10",1961,10,41,2,16.232176912659
"1961-02-11",1961,11,42,2,22.1145720907236
"1961-02-12",1961,12,43,2,13.7335253836246
"1961-02-13",1961,13,44,2,13.6469655782473
"1961-02-14",1961,14,45,2,4.81102492322286
"1961-02-15",1961,15,46,2,10.4752172927038
"1961-02-16",1961,16,47,2,6.68169161182111
"1961-02-17",1961,17,48,2,6.60336464630988
"1961-02-18",1961,18,49,2,14.2712732171594
"1961-02-19",1961,19,50,2,4.81941030096866
"1961-02-20",1961,20,51,2,7.70321122845133
"1961-02-21",1961,21,52,2,5.15814199196624
"1961-02-22",1961,22,53,2,16.3287368519637
"1961-02-23",1961,23,54,2,7.7115726982582
"1961-02-24",1961,24,55,2,4.4857535377455
"1961-02-25",1961,25,56,2,10.3583864043773
"1961-02-26",1961,26,57,2,4.38997053954599
"1961-02-27",1961,27,58,2,14.0986978565469
"1961-02-28",1961,28,59,2,4.53750212886602
"1961-03-01",1961,1,60,3,2.79275713681867
"1961-03-02",1961,2,61,3,9.45100089970959
"1961-03-03",1961,3,62,3,7.31250901666557
"1961-03-04",1961,4,63,3,13.4473458241016
"1961-03-05",1961,5,64,3,12.377044677542
"1961-03-06",1961,6,65,3,3.52548657742786
"1961-03-07",1961,7,66,3,16.88425703732
"1961-03-08",1961,8,67,3,9.33632889010211
"1961-03-09",1961,9,68,3,21.198474302387
"1961-03-10",1961,10,69,3,19.387084533675
"1961-03-11",1961,11,70,3,14.9510337415888
"1961-03-12",1961,12,71,3,0.195199567259097
"1961-03-13",1961,13,72,3,7.14965441779236
"1961-03-14",1961,14,73,3,1.16529483496445
"1961-03-15",1961,15,74,3,17.4784099364716
"1961-03-16",1961,16,75,3,9.74778199617624
"1961-03-17",1961,17,76,3,2.74821974515576
"1961-03-18",1961,18,77,3,-0.360745850011764
"1961-03-19",1961,19,78,3,5.1380731295076
"1961-03-20",1961,20,79,3,16.0240182574324
"1961-03-21",1961,21,80,3,11.9898325963293
"1961-03-22",1961,22,81,3,14.9006321814972
"1961-03-23",1961,23,82,3,3.38232346799634
"1961-03-24",1961,24,83,3,7.20330190070105
"1961-03-25",1961,25,84,3,12.0665603731093
"1961-03-26",1961,26,85,3,13.8627433973568
"1961-03-27",1961,27,86,3,8.22206323750397
"1961-03-28",1961,28,87,3,-0.871142757515335
"1961-03-29",1961,29,88,3,5.43320842977456
"1961-03-30",1961,30,89,3,12.9623870932475
"1961-03-31",1961,31,90,3,10.9506488774374
"1961-04-01",1961,1,91,4,13.21463362384
"1961-04-02",1961,2,92,4,9.94896536218869
"1961-04-03",1961,3,93,4,7.78751810056522
"1961-04-04",1961,4,94,4,6.31549366760429
"1961-04-05",1961,5,95,4,10.0999135489254
"1961-04-06",1961,6,96,4,11.0945138552068
"1961-04-07",1961,7,97,4,16.2560929777096
"1961-04-08",1961,8,98,4,7.93014760492147
"1961-04-09",1961,9,99,4,13.6787678875212
"1961-04-10",1961,10,100,4,5.48099850804878
"1961-04-11",1961,11,101,4,4.07123689474958
"1961-04-12",1961,12,102,4,22.8838646633831
"1961-04-13",1961,13,103,4,11.1163224084953
"1961-04-14",1961,14,104,4,9.00133314738615
"1961-04-15",1961,15,105,4,7.49353007089561
"1961-04-16",1961,16,106,4,12.2303584446648
"1961-04-17",1961,17,107,4,11.5084244169383
"1961-04-18",1961,18,108,4,5.2762329151418
"1961-04-19",1961,19,109,4,16.676019406749
"1961-04-20",1961,20,110,4,10.9285786379206
"1961-04-21",1961,21,111,4,10.7908146341352
"1961-04-22",1961,22,112,4,5.21676501355318
"1961-04-23",1961,23,113,4,12.2082474726486
"1961-04-24",1961,24,114,4,8.83664368063526
"1961-04-25",1961,25,115,4,15.9282534780195
"1961-04-26",1961,26,116,4,8.36181052797643
"1961-04-27",1961,27,117,4,13.2254043732834
"1961-04-28",1961,28,118,4,17.0027515205871
"1961-04-29",1961,29,119,4,10.9792386588276
"1961-04-30",1961,30,120,4,9.15923586504781
"1961-05-01",1961,1,121,5,5.05808349012734
"1961-05-02",1961,2,122,5,6.18184743507925
"1961-05-03",1961,3,123,5,6.77867241550366
"1961-05-04",1961,4,124,5,22.9785287969976
"1961-05-05",1961,5,125,5,12.3012941292648
"1961-05-06",1961,6,126,5,15.5618210455161
"1961-05-07",1961,7,127,5,11.2249650961898
"1961-05-08",1961,8,128,5,1.15305247671798
"1961-05-09",1961,9,129,5,8.31255793133903
"1961-05-10",1961,10,130,5,11.4990678710474
"1961-05-11",1961,11,131,5,17.5381685373132
"1961-05-12",1961,12,132,5,8.84249198213244
"1961-05-13",1961,13,133,5,14.7465860115794
"1961-05-14",1961,14,134,5,14.0252053547544
"1961-05-15",1961,15,135,5,6.10146411501494
"1961-05-16",1961,16,136,5,12.8716877675516
"1961-05-17",1961,17,137,5,8.57898974586865
"1961-05-18",1961,18,138,5,3.52099939919706
"1961-05-19",1961,19,139,5,13.5498865148319
"1961-05-20",1961,20,140,5,9.27266051187047
"1961-05-21",1961,21,141,5,12.7306224912846
"1961-05-22",1961,22,142,5,14.4073509260408
"1961-05-23",1961,23,143,5,11.8018566588548
"1961-05-24",1961,24,144,5,0.356375382715822
"1961-05-25",1961,25,145,5,-1.80711287257823
"1961-05-26",1961,26,146,5,4.54837987536965
"1961-05-27",1961,27,147,5,16.024601925641
"1961-05-28",1961,28,148,5,8.26102920010127
"1961-05-29",1961,29,149,5,3.58744669501781
"1961-05-30",1961,30,150,5,7.56538031754012
"1961-05-31",1961,31,151,5,9.10029518603778
"1961-06-01",1961,1,152,6,11.2167788593132
"1961-06-02",1961,2,153,6,16.9620620481614
"1961-06-03",1961,3,154,6,16.6451335389024
"1961-06-04",1961,4,155,6,9.58968294395567
"1961-06-05",1961,5,156,6,4.78326114987325
"1961-06-06",1961,6,157,6,2.73233505770101
"1961-06-07",1961,7,158,6,11.5171174777909
"1961-06-08",1961,8,159,6,4.8485805099286
"1961-06-09",1961,9,160,6,4.74101068025447
"1961-06-10",1961,10,161,6,8.16541547487461
"1961-06-11",1961,11,162,6,1.09884271395139
"1961-06-12",1961,12,163,6,11.1695735670087
"1961-06-13",1961,13,164,6,7.97941485178079
"1961-06-14",1961,14,165,6,12.3129658039505
"1961-06-15",1961,15,166,6,6.7553847968008
"1961-06-16",1961,16,167,6,-2.54560706140336
"1961-06-17",1961,17,168,6,12.6641551934498
"1961-06-18",1961,18,169,6,16.2592178268135
"1961-06-19",1961,19,170,6,8.67680582475545
"1961-06-20",1961,20,171,6,-4.66942464145549
"1961-06-21",1961,21,172,6,-2.02760344213234
"1961-06-22",1961,22,173,6,5.85547325498261
"1961-06-23",1961,23,174,6,8.69050710162344
"1961-06-24",1961,24,175,6,9.66846259065635
"1961-06-25",1961,25,176,6,-1.59996259707701
"1961-06-26",1961,26,177,6,18.185084948113
"1961-06-27",1961,27,178,6,8.34326156096423
"1961-06-28",1961,28,179,6,5.6165119882347
"1961-06-29",1961,29,180,6,8.995393050485
"1961-06-30",1961,30,181,6,5.83072281092447
"1961-07-01",1961,1,182,7,11.5389200717657
"1961-07-02",1961,2,183,7,7.2858928286578
"1961-07-03",1961,3,184,7,16.2613259869687
"1961-07-04",1961,4,185,7,19.4408309864193
"1961-07-05",1961,5,186,7,3.22642938214942
"1961-07-06",1961,6,187,7,3.81575756364138
"1961-07-07",1961,7,188,7,16.9078640942239
"1961-07-08",1961,8,189,7,14.7342184256302
"1961-07-09",1961,9,190,7,3.42289707787879
"1961-07-10",1961,10,191,7,11.6034435410838
"1961-07-11",1961,11,192,7,9.96267368157192
"1961-07-12",1961,12,193,7,11.2341545004875
